id,year,locationabbr,locationdesc,data_value,low_confidence_limit,high_confidence_limit,sample_size,stratification,stratificationtype,variable
3074997.0,2017.0,NC,North Carolina,74.4,72.8,76.1,3365.0,Overall,Overall,exercise
3075015.0,2017.0,NC,North Carolina,74.9,72.4,77.3,1528.0,Male,Gender,exercise
3075016.0,2017.0,NC,North Carolina,74.1,71.8,76.4,1837.0,Female,Gender,exercise
3080114.0,2017.0,ND,North Dakota,80.6,75.7,85.4,267.0,18-24,Age Group,exercise
3080115.0,2017.0,ND,North Dakota,77.6,73.7,81.5,508.0,25-34,Age Group,exercise
3080116.0,2017.0,ND,North Dakota,71.1,67.0,75.2,466.0,35-44,Age Group,exercise
3080117.0,2017.0,ND,North Dakota,73.2,69.9,76.6,668.0,45-54,Age Group,exercise
3080118.0,2017.0,ND,North Dakota,69.5,66.8,72.2,1099.0,55-64,Age Group,exercise
3080119.0,2017.0,ND,North Dakota,63.8,61.5,66.2,1626.0,65+,Age Group,exercise
3080120.0,2017.0,ND,North Dakota,72.4,70.9,73.8,4634.0,Overall,Overall,exercise
3080138.0,2017.0,ND,North Dakota,72.6,70.6,74.6,2167.0,Male,Gender,exercise
3080139.0,2017.0,ND,North Dakota,72.2,70.1,74.3,2465.0,Female,Gender,exercise
3084229.0,2017.0,OH,Ohio,79.5,75.0,84.1,449.0,18-24,Age Group,exercise
3084230.0,2017.0,OH,Ohio,77.7,74.3,81.1,711.0,25-34,Age Group,exercise
3084231.0,2017.0,OH,Ohio,71.9,68.5,75.4,868.0,35-44,Age Group,exercise
3084232.0,2017.0,OH,Ohio,68.2,65.2,71.2,1158.0,45-54,Age Group,exercise
3084233.0,2017.0,OH,Ohio,68.1,65.6,70.6,1819.0,55-64,Age Group,exercise
3084234.0,2017.0,OH,Ohio,62.4,60.3,64.5,2791.0,65+,Age Group,exercise
3084235.0,2017.0,OH,Ohio,70.4,69.1,71.6,7796.0,Overall,Overall,exercise
3084253.0,2017.0,OH,Ohio,71.9,70.0,73.7,3380.0,Male,Gender,exercise
3084254.0,2017.0,OH,Ohio,69.0,67.3,70.7,4416.0,Female,Gender,exercise
3088660.0,2017.0,OK,Oklahoma,75.6,69.8,81.3,229.0,18-24,Age Group,exercise
3088661.0,2017.0,OK,Oklahoma,74.8,70.9,78.7,477.0,25-34,Age Group,exercise
3088662.0,2017.0,OK,Oklahoma,70.8,66.6,75.0,471.0,35-44,Age Group,exercise
3088663.0,2017.0,OK,Oklahoma,63.8,59.9,67.7,516.0,45-54,Age Group,exercise
3088664.0,2017.0,OK,Oklahoma,63.5,60.3,66.6,809.0,55-64,Age Group,exercise
3088665.0,2017.0,OK,Oklahoma,60.5,58.2,62.8,1534.0,65+,Age Group,exercise
3088666.0,2017.0,OK,Oklahoma,67.6,66.1,69.2,4036.0,Overall,Overall,exercise
3088684.0,2017.0,OK,Oklahoma,70.3,68.0,72.5,1719.0,Male,Gender,exercise
3088685.0,2017.0,OK,Oklahoma,65.2,63.1,67.3,2316.0,Female,Gender,exercise
3092893.0,2017.0,OR,Oregon,84.7,80.3,89.0,259.0,18-24,Age Group,exercise
3092894.0,2017.0,OR,Oregon,81.6,77.4,85.9,506.0,25-34,Age Group,exercise
3092895.0,2017.0,OR,Oregon,81.6,78.2,85.1,555.0,35-44,Age Group,exercise
3092896.0,2017.0,OR,Oregon,77.9,74.2,81.7,596.0,45-54,Age Group,exercise
3092897.0,2017.0,OR,Oregon,75.4,72.0,78.7,755.0,55-64,Age Group,exercise
3092898.0,2017.0,OR,Oregon,73.8,71.2,76.4,1235.0,65+,Age Group,exercise
3092899.0,2017.0,OR,Oregon,78.6,77.1,80.0,3906.0,Overall,Overall,exercise
3092917.0,2017.0,OR,Oregon,79.7,77.6,81.7,1723.0,Male,Gender,exercise
3092918.0,2017.0,OR,Oregon,77.6,75.5,79.6,2178.0,Female,Gender,exercise
3097131.0,2017.0,PA,Pennsylvania,87.6,84.0,91.2,410.0,18-24,Age Group,exercise
3097132.0,2017.0,PA,Pennsylvania,80.7,76.9,84.5,643.0,25-34,Age Group,exercise
3097133.0,2017.0,PA,Pennsylvania,73.4,69.3,77.6,552.0,35-44,Age Group,exercise
3097134.0,2017.0,PA,Pennsylvania,74.8,71.5,78.2,808.0,45-54,Age Group,exercise
3097135.0,2017.0,PA,Pennsylvania,74.3,71.2,77.4,969.0,55-64,Age Group,exercise
3097136.0,2017.0,PA,Pennsylvania,66.8,63.7,69.9,1256.0,65+,Age Group,exercise
3097137.0,2017.0,PA,Pennsylvania,75.1,73.6,76.6,4638.0,Overall,Overall,exercise
3097155.0,2017.0,PA,Pennsylvania,76.2,74.0,78.4,2235.0,Male,Gender,exercise
3097156.0,2017.0,PA,Pennsylvania,74.1,72.1,76.1,2403.0,Female,Gender,exercise
3102298.0,2017.0,RI,Rhode Island,81.9,75.3,88.6,179.0,18-24,Age Group,exercise
3102299.0,2017.0,RI,Rhode Island,76.8,71.8,81.9,358.0,25-34,Age Group,exercise
3102300.0,2017.0,RI,Rhode Island,73.8,68.7,79.0,359.0,35-44,Age Group,exercise
3102301.0,2017.0,RI,Rhode Island,74.2,70.3,78.0,666.0,45-54,Age Group,exercise
3102302.0,2017.0,RI,Rhode Island,72.0,68.8,75.2,932.0,55-64,Age Group,exercise
3102303.0,2017.0,RI,Rhode Island,67.7,64.9,70.4,1311.0,65+,Age Group,exercise
3102304.0,2017.0,RI,Rhode Island,73.7,72.0,75.5,3805.0,Overall,Overall,exercise
3102322.0,2017.0,RI,Rhode Island,76.9,74.3,79.5,1684.0,Male,Gender,exercise
3102323.0,2017.0,RI,Rhode Island,70.9,68.5,73.3,2115.0,Female,Gender,exercise
3106341.0,2017.0,SC,South Carolina,82.3,78.0,86.6,334.0,18-24,Age Group,exercise
3106342.0,2017.0,SC,South Carolina,74.2,70.7,77.8,605.0,25-34,Age Group,exercise
3106343.0,2017.0,SC,South Carolina,71.2,67.7,74.6,707.0,35-44,Age Group,exercise
3106344.0,2017.0,SC,South Carolina,69.7,66.9,72.6,1058.0,45-54,Age Group,exercise
3106345.0,2017.0,SC,South Carolina,68.7,66.3,71.1,1602.0,55-64,Age Group,exercise
3106346.0,2017.0,SC,South Carolina,68.0,66.2,69.8,3088.0,65+,Age Group,exercise
3106347.0,2017.0,SC,South Carolina,71.6,70.4,72.8,7394.0,Overall,Overall,exercise
3106365.0,2017.0,SC,South Carolina,73.9,72.1,75.7,3175.0,Male,Gender,exercise
3106366.0,2017.0,SC,South Carolina,69.5,67.9,71.1,4212.0,Female,Gender,exercise
3110900.0,2017.0,SD,South Dakota,88.3,83.5,93.0,271.0,18-24,Age Group,exercise
3110901.0,2017.0,SD,South Dakota,81.1,76.1,86.1,509.0,25-34,Age Group,exercise
3110902.0,2017.0,SD,South Dakota,76.3,70.6,82.0,559.0,35-44,Age Group,exercise
3110903.0,2017.0,SD,South Dakota,70.4,65.4,75.4,722.0,45-54,Age Group,exercise
3110904.0,2017.0,SD,South Dakota,72.8,68.7,76.9,1032.0,55-64,Age Group,exercise
3110905.0,2017.0,SD,South Dakota,67.2,63.6,70.9,1799.0,65+,Age Group,exercise
3110906.0,2017.0,SD,South Dakota,75.1,73.2,77.1,4892.0,Overall,Overall,exercise
3110924.0,2017.0,SD,South Dakota,72.2,69.2,75.2,2087.0,Male,Gender,exercise
3110925.0,2017.0,SD,South Dakota,78.1,75.6,80.5,2805.0,Female,Gender,exercise
3115246.0,2017.0,TN,Tennessee,76.3,70.2,82.4,224.0,18-24,Age Group,exercise
3115388.0,2017.0,TN,Tennessee,75.8,71.2,80.4,455.0,25-34,Age Group,exercise
3115389.0,2017.0,TN,Tennessee,72.9,68.5,77.4,489.0,35-44,Age Group,exercise
3115390.0,2017.0,TN,Tennessee,66.4,62.3,70.5,612.0,45-54,Age Group,exercise
3115391.0,2017.0,TN,Tennessee,63.6,59.8,67.4,702.0,55-64,Age Group,exercise
3115392.0,2017.0,TN,Tennessee,65.0,62.0,68.1,1117.0,65+,Age Group,exercise
3115393.0,2017.0,TN,Tennessee,69.5,67.7,71.2,3599.0,Overall,Overall,exercise
3115411.0,2017.0,TN,Tennessee,71.5,68.9,74.2,1662.0,Male,Gender,exercise
3115412.0,2017.0,TN,Tennessee,67.5,65.2,69.8,1936.0,Female,Gender,exercise
3119695.0,2017.0,TX,Texas,74.6,68.6,80.7,493.0,18-24,Age Group,exercise
3119696.0,2017.0,TX,Texas,73.1,68.9,77.3,896.0,25-34,Age Group,exercise
3119697.0,2017.0,TX,Texas,68.2,63.6,72.7,919.0,35-44,Age Group,exercise
3119698.0,2017.0,TX,Texas,67.3,62.9,71.7,1095.0,45-54,Age Group,exercise
3119699.0,2017.0,TX,Texas,61.6,56.9,66.3,1399.0,55-64,Age Group,exercise
3119700.0,2017.0,TX,Texas,63.0,58.9,67.2,2792.0,65+,Age Group,exercise
3119701.0,2017.0,TX,Texas,67.9,66.0,69.8,7594.0,Overall,Overall,exercise
3119887.0,2017.0,TX,Texas,69.8,67.1,72.5,3251.0,Male,Gender,exercise
3119888.0,2017.0,TX,Texas,66.1,63.5,68.8,4332.0,Female,Gender,exercise
3123877.0,2017.0,UT,Utah,84.0,81.2,86.8,782.0,18-24,Age Group,exercise
3123878.0,2017.0,UT,Utah,82.1,79.6,84.5,1258.0,25-34,Age Group,exercise
3123879.0,2017.0,UT,Utah,79.7,77.2,82.1,1419.0,35-44,Age Group,exercise
3123880.0,2017.0,UT,Utah,76.9,74.1,79.7,1164.0,45-54,Age Group,exercise
3123881.0,2017.0,UT,Utah,76.3,73.7,78.9,1274.0,55-64,Age Group,exercise
3123882.0,2017.0,UT,Utah,72.8,70.6,75.0,1776.0,65+,Age Group,exercise
3123883.0,2017.0,UT,Utah,78.9,77.9,80.0,7673.0,Overall,Overall,exercise
3123901.0,2017.0,UT,Utah,78.8,77.3,80.3,3677.0,Male,Gender,exercise
3123902.0,2017.0,UT,Utah,79.1,77.6,80.5,3987.0,Female,Gender,exercise
3127687.0,2017.0,VT,Vermont,82.1,76.5,87.7,223.0,18-24,Age Group,exercise
3127688.0,2017.0,VT,Vermont,82.9,78.7,87.2,435.0,25-34,Age Group,exercise
3127689.0,2017.0,VT,Vermont,78.4,74.3,82.6,515.0,35-44,Age Group,exercise
3127690.0,2017.0,VT,Vermont,81.1,78.0,84.1,787.0,45-54,Age Group,exercise
3127691.0,2017.0,VT,Vermont,77.8,75.1,80.6,1145.0,55-64,Age Group,exercise
3127692.0,2017.0,VT,Vermont,72.5,69.9,75.1,1596.0,65+,Age Group,exercise
3127693.0,2017.0,VT,Vermont,78.5,77.0,79.9,4701.0,Overall,Overall,exercise
3128238.0,2017.0,VT,Vermont,78.4,76.3,80.5,2103.0,Male,Gender,exercise
3128239.0,2017.0,VT,Vermont,78.4,76.4,80.5,2590.0,Female,Gender,exercise
3133400.0,2017.0,VA,Virginia,84.5,80.6,88.5,388.0,18-24,Age Group,exercise
3133401.0,2017.0,VA,Virginia,78.5,75.0,82.0,736.0,25-34,Age Group,exercise
3133402.0,2017.0,VA,Virginia,72.6,68.8,76.5,794.0,35-44,Age Group,exercise
3133403.0,2017.0,VA,Virginia,73.2,70.0,76.4,1094.0,45-54,Age Group,exercise
3133404.0,2017.0,VA,Virginia,71.2,68.4,74.0,1426.0,55-64,Age Group,exercise
3133405.0,2017.0,VA,Virginia,67.7,65.5,69.9,2236.0,65+,Age Group,exercise
3133406.0,2017.0,VA,Virginia,74.1,72.7,75.4,6674.0,Overall,Overall,exercise
3133424.0,2017.0,VA,Virginia,75.3,73.4,77.3,3015.0,Male,Gender,exercise
3133425.0,2017.0,VA,Virginia,72.8,71.0,74.7,3659.0,Female,Gender,exercise
3137440.0,2017.0,WA,Washington,85.2,81.9,88.4,613.0,18-24,Age Group,exercise
3137441.0,2017.0,WA,Washington,84.1,81.6,86.5,1137.0,25-34,Age Group,exercise
3137442.0,2017.0,WA,Washington,81.5,79.1,83.8,1246.0,35-44,Age Group,exercise
3137443.0,2017.0,WA,Washington,79.8,77.5,82.2,1455.0,45-54,Age Group,exercise
3137444.0,2017.0,WA,Washington,79.3,77.4,81.3,2098.0,55-64,Age Group,exercise
3137445.0,2017.0,WA,Washington,76.8,75.1,78.5,3413.0,65+,Age Group,exercise
3137446.0,2017.0,WA,Washington,80.8,79.9,81.7,9962.0,Overall,Overall,exercise
3137464.0,2017.0,WA,Washington,81.8,80.5,83.0,4594.0,Male,Gender,exercise
3137465.0,2017.0,WA,Washington,79.8,78.4,81.1,5352.0,Female,Gender,exercise
3141474.0,2017.0,WV,West Virginia,69.6,67.2,71.9,1581.0,Male,Gender,exercise
3141475.0,2017.0,WV,West Virginia,67.3,65.3,69.4,1979.0,Female,Gender,exercise
3142081.0,2017.0,WV,West Virginia,83.8,78.1,89.4,168.0,18-24,Age Group,exercise
3142082.0,2017.0,WV,West Virginia,75.2,70.7,79.8,365.0,25-34,Age Group,exercise
3142083.0,2017.0,WV,West Virginia,73.9,69.8,78.1,430.0,35-44,Age Group,exercise
3142084.0,2017.0,WV,West Virginia,62.3,58.6,66.0,584.0,45-54,Age Group,exercise
3142085.0,2017.0,WV,West Virginia,62.4,59.3,65.4,821.0,55-64,Age Group,exercise
3142086.0,2017.0,WV,West Virginia,62.8,60.2,65.3,1192.0,65+,Age Group,exercise
3142087.0,2017.0,WV,West Virginia,68.4,66.9,70.0,3560.0,Overall,Overall,exercise
3146374.0,2017.0,WI,Wisconsin,84.2,79.1,89.2,271.0,18-24,Age Group,exercise
3146375.0,2017.0,WI,Wisconsin,77.0,72.3,81.6,422.0,25-34,Age Group,exercise
3146376.0,2017.0,WI,Wisconsin,79.9,75.6,84.2,518.0,35-44,Age Group,exercise
3146377.0,2017.0,WI,Wisconsin,80.3,76.7,84.0,670.0,45-54,Age Group,exercise
3146378.0,2017.0,WI,Wisconsin,76.0,72.7,79.4,911.0,55-64,Age Group,exercise
3146379.0,2017.0,WI,Wisconsin,71.9,69.0,74.9,1283.0,65+,Age Group,exercise
3146380.0,2017.0,WI,Wisconsin,77.7,76.0,79.3,4075.0,Overall,Overall,exercise
3146398.0,2017.0,WI,Wisconsin,78.1,75.8,80.4,1857.0,Male,Gender,exercise
3146399.0,2017.0,WI,Wisconsin,77.2,75.0,79.5,2218.0,Female,Gender,exercise
3150896.0,2017.0,WY,Wyoming,85.9,80.8,91.0,173.0,18-24,Age Group,exercise
3150897.0,2017.0,WY,Wyoming,79.6,75.0,84.1,308.0,25-34,Age Group,exercise
3150898.0,2017.0,WY,Wyoming,77.1,72.8,81.3,375.0,35-44,Age Group,exercise
3150899.0,2017.0,WY,Wyoming,72.2,67.9,76.6,399.0,45-54,Age Group,exercise
3150900.0,2017.0,WY,Wyoming,72.3,69.1,75.5,813.0,55-64,Age Group,exercise
3150901.0,2017.0,WY,Wyoming,64.2,61.4,67.1,1050.0,65+,Age Group,exercise
3150902.0,2017.0,WY,Wyoming,74.3,72.7,76.0,3118.0,Overall,Overall,exercise
3150920.0,2017.0,WY,Wyoming,72.0,69.5,74.5,1408.0,Male,Gender,exercise
3150921.0,2017.0,WY,Wyoming,76.8,74.6,78.9,1710.0,Female,Gender,exercise
3154804.0,2017.0,GU,Guam,73.1,64.6,81.6,111.0,18-24,Age Group,exercise
3154805.0,2017.0,GU,Guam,73.4,65.4,81.4,173.0,25-34,Age Group,exercise
3154806.0,2017.0,GU,Guam,66.6,58.9,74.3,160.0,35-44,Age Group,exercise
3154807.0,2017.0,GU,Guam,61.9,54.6,69.3,188.0,45-54,Age Group,exercise
3154808.0,2017.0,GU,Guam,63.0,54.9,71.2,172.0,55-64,Age Group,exercise
3154809.0,2017.0,GU,Guam,56.3,47.2,65.5,144.0,65+,Age Group,exercise
3154810.0,2017.0,GU,Guam,66.6,63.3,70.0,948.0,Overall,Overall,exercise
3155283.0,2017.0,GU,Guam,70.2,65.6,74.8,474.0,Male,Gender,exercise
3155284.0,2017.0,GU,Guam,62.9,58.1,67.8,474.0,Female,Gender,exercise
3159067.0,2017.0,PR,Puerto Rico,61.2,55.3,67.2,204.0,18-24,Age Group,exercise
3159068.0,2017.0,PR,Puerto Rico,51.1,45.6,56.5,279.0,25-34,Age Group,exercise
3159069.0,2017.0,PR,Puerto Rico,47.8,42.3,53.2,277.0,35-44,Age Group,exercise
3159070.0,2017.0,PR,Puerto Rico,40.4,36.1,44.6,343.0,45-54,Age Group,exercise
3159071.0,2017.0,PR,Puerto Rico,41.2,36.6,45.8,343.0,55-64,Age Group,exercise
3159072.0,2017.0,PR,Puerto Rico,39.9,36.6,43.2,606.0,65+,Age Group,exercise
3159073.0,2017.0,PR,Puerto Rico,46.0,44.0,47.9,2052.0,Overall,Overall,exercise
3159091.0,2017.0,PR,Puerto Rico,51.7,48.5,54.9,926.0,Male,Gender,exercise
3159092.0,2017.0,PR,Puerto Rico,41.0,38.6,43.4,1126.0,Female,Gender,exercise
3160035.0,2017.0,UW,All States and DC (median) **,74.4,,,51.0,Overall,Overall,exercise
3160427.0,2017.0,US,"All States, DC and Territories (median) **",74.3,,,53.0,Overall,Overall,exercise
3163863.0,2018.0,AL,Alabama,77.8,72.1,83.5,243.0,18-24,Age Group,exercise
3163864.0,2018.0,AL,Alabama,75.3,71.0,79.6,467.0,25-34,Age Group,exercise
3163865.0,2018.0,AL,Alabama,72.6,68.6,76.6,583.0,35-44,Age Group,exercise
3163866.0,2018.0,AL,Alabama,68.8,65.4,72.3,718.0,45-54,Age Group,exercise
3163867.0,2018.0,AL,Alabama,64.0,60.9,67.1,935.0,55-64,Age Group,exercise
3163868.0,2018.0,AL,Alabama,62.2,59.7,64.7,1551.0,65+,Age Group,exercise
3163869.0,2018.0,AL,Alabama,69.3,67.8,70.9,4497.0,Overall,Overall,exercise
3163887.0,2018.0,AL,Alabama,72.8,70.5,75.1,1980.0,Male,Gender,exercise
3163888.0,2018.0,AL,Alabama,66.1,64.1,68.2,2517.0,Female,Gender,exercise
3167902.0,2018.0,AK,Alaska,82.6,79.8,85.5,1121.0,Male,Gender,exercise
3167903.0,2018.0,AK,Alaska,77.9,74.6,81.2,1060.0,Female,Gender,exercise
3168437.0,2018.0,AK,Alaska,86.2,80.4,92.0,152.0,18-24,Age Group,exercise
3168438.0,2018.0,AK,Alaska,84.0,78.3,89.8,259.0,25-34,Age Group,exercise
3168439.0,2018.0,AK,Alaska,81.3,75.8,86.9,304.0,35-44,Age Group,exercise
3168440.0,2018.0,AK,Alaska,81.8,76.8,86.9,327.0,45-54,Age Group,exercise
3168441.0,2018.0,AK,Alaska,74.3,69.4,79.3,488.0,55-64,Age Group,exercise
3168442.0,2018.0,AK,Alaska,74.6,70.5,78.8,651.0,65+,Age Group,exercise
3168443.0,2018.0,AK,Alaska,80.4,78.2,82.6,2181.0,Overall,Overall,exercise
3171612.0,2018.0,AZ,Arizona,82.8,77.9,87.8,350.0,18-24,Age Group,exercise
3171613.0,2018.0,AZ,Arizona,82.8,78.9,86.7,673.0,25-34,Age Group,exercise
3171614.0,2018.0,AZ,Arizona,81.8,78.0,85.6,699.0,35-44,Age Group,exercise
3171615.0,2018.0,AZ,Arizona,81.5,78.0,85.0,901.0,45-54,Age Group,exercise
3171616.0,2018.0,AZ,Arizona,71.5,67.4,75.6,1211.0,55-64,Age Group,exercise
3171617.0,2018.0,AZ,Arizona,70.5,67.9,73.2,2379.0,65+,Age Group,exercise
3171618.0,2018.0,AZ,Arizona,77.9,76.3,79.4,6213.0,Overall,Overall,exercise
3171636.0,2018.0,AZ,Arizona,81.8,79.8,83.8,2950.0,Male,Gender,exercise
3171637.0,2018.0,AZ,Arizona,74.1,71.8,76.4,3263.0,Female,Gender,exercise
3176077.0,2018.0,AR,Arkansas,81.9,75.3,88.5,140.0,18-24,Age Group,exercise
3176078.0,2018.0,AR,Arkansas,82.0,77.5,86.5,306.0,25-34,Age Group,exercise
3176079.0,2018.0,AR,Arkansas,72.8,67.8,77.9,318.0,35-44,Age Group,exercise
3176080.0,2018.0,AR,Arkansas,64.4,60.0,68.9,430.0,45-54,Age Group,exercise
3176081.0,2018.0,AR,Arkansas,60.5,56.7,64.2,643.0,55-64,Age Group,exercise
3176082.0,2018.0,AR,Arkansas,58.9,56.4,61.3,1587.0,65+,Age Group,exercise
3176083.0,2018.0,AR,Arkansas,69.0,67.2,70.8,3424.0,Overall,Overall,exercise
3176101.0,2018.0,AR,Arkansas,71.6,68.8,74.3,1328.0,Male,Gender,exercise
3176102.0,2018.0,AR,Arkansas,66.7,64.3,69.0,2096.0,Female,Gender,exercise
3180357.0,2018.0,CA,California,83.1,80.2,86.0,964.0,18-24,Age Group,exercise
3180358.0,2018.0,CA,California,82.3,80.2,84.3,1667.0,25-34,Age Group,exercise
3180359.0,2018.0,CA,California,80.0,77.7,82.3,1605.0,35-44,Age Group,exercise
3180360.0,2018.0,CA,California,77.7,75.3,80.0,1494.0,45-54,Age Group,exercise
3180361.0,2018.0,CA,California,76.6,74.0,79.1,1637.0,55-64,Age Group,exercise
3180362.0,2018.0,CA,California,75.4,72.8,78.0,2109.0,65+,Age Group,exercise
3180363.0,2018.0,CA,California,79.0,78.0,80.0,9476.0,Overall,Overall,exercise
3180381.0,2018.0,CA,California,80.6,79.2,81.9,4935.0,Male,Gender,exercise
3180382.0,2018.0,CA,California,77.5,76.1,79.0,4541.0,Female,Gender,exercise
3183934.0,2018.0,CO,Colorado,88.7,85.8,91.6,493.0,18-24,Age Group,exercise
3183935.0,2018.0,CO,Colorado,87.6,85.4,89.7,929.0,25-34,Age Group,exercise
3183936.0,2018.0,CO,Colorado,83.0,80.5,85.4,958.0,35-44,Age Group,exercise
3183937.0,2018.0,CO,Colorado,84.3,82.2,86.5,1140.0,45-54,Age Group,exercise
3183938.0,2018.0,CO,Colorado,81.2,79.1,83.3,1469.0,55-64,Age Group,exercise
3183939.0,2018.0,CO,Colorado,78.4,76.6,80.1,2364.0,65+,Age Group,exercise
3183940.0,2018.0,CO,Colorado,83.6,82.7,84.5,7353.0,Overall,Overall,exercise
3183958.0,2018.0,CO,Colorado,84.5,83.3,85.8,3611.0,Male,Gender,exercise
3183959.0,2018.0,CO,Colorado,82.7,81.4,84.0,3742.0,Female,Gender,exercise
3188793.0,2018.0,CT,Connecticut,84.3,80.2,88.3,380.0,18-24,Age Group,exercise
3188794.0,2018.0,CT,Connecticut,79.9,76.4,83.4,724.0,25-34,Age Group,exercise
3188795.0,2018.0,CT,Connecticut,79.8,76.8,82.7,850.0,35-44,Age Group,exercise
3188796.0,2018.0,CT,Connecticut,78.1,75.6,80.5,1523.0,45-54,Age Group,exercise
3188941.0,2018.0,CT,Connecticut,76.8,74.5,79.1,1947.0,55-64,Age Group,exercise
3188942.0,2018.0,CT,Connecticut,71.2,69.1,73.3,2969.0,65+,Age Group,exercise
3188943.0,2018.0,CT,Connecticut,77.6,76.5,78.8,8393.0,Overall,Overall,exercise
3188961.0,2018.0,CT,Connecticut,80.0,78.4,81.6,3819.0,Male,Gender,exercise
3188962.0,2018.0,CT,Connecticut,75.4,73.8,77.1,4574.0,Female,Gender,exercise
3192962.0,2018.0,DE,Delaware,83.2,78.2,88.3,246.0,18-24,Age Group,exercise
3192963.0,2018.0,DE,Delaware,78.2,73.7,82.7,394.0,25-34,Age Group,exercise
3192964.0,2018.0,DE,Delaware,73.9,69.5,78.3,458.0,35-44,Age Group,exercise
3192965.0,2018.0,DE,Delaware,76.4,72.8,80.0,601.0,45-54,Age Group,exercise
3192966.0,2018.0,DE,Delaware,69.7,66.3,73.1,752.0,55-64,Age Group,exercise
3192967.0,2018.0,DE,Delaware,64.9,62.1,67.7,1227.0,65+,Age Group,exercise
3192968.0,2018.0,DE,Delaware,73.2,71.6,74.8,3678.0,Overall,Overall,exercise
3192986.0,2018.0,DE,Delaware,76.8,74.5,79.0,1716.0,Male,Gender,exercise
3192987.0,2018.0,DE,Delaware,70.0,67.8,72.2,1962.0,Female,Gender,exercise
3197257.0,2018.0,DC,District of Columbia,84.2,78.4,89.9,154.0,18-24,Age Group,exercise
3197258.0,2018.0,DC,District of Columbia,84.3,80.5,88.2,401.0,25-34,Age Group,exercise
3197259.0,2018.0,DC,District of Columbia,83.0,79.2,86.7,470.0,35-44,Age Group,exercise
3197260.0,2018.0,DC,District of Columbia,80.3,76.9,83.6,587.0,45-54,Age Group,exercise
3197261.0,2018.0,DC,District of Columbia,75.0,71.2,78.7,657.0,55-64,Age Group,exercise
3197262.0,2018.0,DC,District of Columbia,72.0,69.3,74.8,1249.0,65+,Age Group,exercise
3197263.0,2018.0,DC,District of Columbia,80.4,78.8,82.1,3518.0,Overall,Overall,exercise
3197281.0,2018.0,DC,District of Columbia,84.1,81.9,86.2,1651.0,Male,Gender,exercise
3197282.0,2018.0,DC,District of Columbia,77.2,74.8,79.7,1867.0,Female,Gender,exercise
3200742.0,2018.0,FL,Florida,80.5,76.1,84.8,696.0,18-24,Age Group,exercise
3200743.0,2018.0,FL,Florida,79.8,76.4,83.2,1249.0,25-34,Age Group,exercise
3200744.0,2018.0,FL,Florida,73.6,69.3,78.0,1193.0,35-44,Age Group,exercise
3200745.0,2018.0,FL,Florida,72.7,68.8,76.7,1581.0,45-54,Age Group,exercise
3200746.0,2018.0,FL,Florida,69.1,65.6,72.6,1935.0,55-64,Age Group,exercise
3200747.0,2018.0,FL,Florida,69.0,66.5,71.4,4068.0,65+,Age Group,exercise
3200748.0,2018.0,FL,Florida,73.2,71.8,74.7,10722.0,Overall,Overall,exercise
3200766.0,2018.0,FL,Florida,76.0,73.9,78.1,4970.0,Male,Gender,exercise
3200767.0,2018.0,FL,Florida,70.6,68.6,72.6,5752.0,Female,Gender,exercise
3204847.0,2018.0,GA,Georgia,84.5,81.2,87.7,585.0,18-24,Age Group,exercise
3204848.0,2018.0,GA,Georgia,75.6,72.6,78.6,872.0,25-34,Age Group,exercise
3204849.0,2018.0,GA,Georgia,75.0,72.1,77.9,958.0,35-44,Age Group,exercise
3204850.0,2018.0,GA,Georgia,74.6,71.9,77.3,1142.0,45-54,Age Group,exercise
3204851.0,2018.0,GA,Georgia,69.3,66.7,71.8,1307.0,55-64,Age Group,exercise
3204852.0,2018.0,GA,Georgia,66.4,64.2,68.6,1938.0,65+,Age Group,exercise
3204853.0,2018.0,GA,Georgia,73.8,72.6,74.9,6802.0,Overall,Overall,exercise
3204871.0,2018.0,GA,Georgia,77.1,75.5,78.7,3167.0,Male,Gender,exercise
3204872.0,2018.0,GA,Georgia,70.7,69.1,72.3,3635.0,Female,Gender,exercise
3209405.0,2018.0,HI,Hawaii,83.1,79.3,86.8,433.0,18-24,Age Group,exercise
3209406.0,2018.0,HI,Hawaii,85.8,83.0,88.7,794.0,25-34,Age Group,exercise
3209407.0,2018.0,HI,Hawaii,84.4,81.5,87.4,903.0,35-44,Age Group,exercise
3209408.0,2018.0,HI,Hawaii,77.5,74.4,80.5,1015.0,45-54,Age Group,exercise
3209409.0,2018.0,HI,Hawaii,77.2,74.2,80.2,1260.0,55-64,Age Group,exercise
3209410.0,2018.0,HI,Hawaii,75.1,72.1,78.2,2022.0,65+,Age Group,exercise
3209411.0,2018.0,HI,Hawaii,80.1,78.9,81.4,6427.0,Overall,Overall,exercise
3209429.0,2018.0,HI,Hawaii,83.8,82.3,85.4,3215.0,Male,Gender,exercise
3209430.0,2018.0,HI,Hawaii,76.5,74.5,78.5,3212.0,Female,Gender,exercise
3213053.0,2018.0,ID,Idaho,81.0,73.9,88.1,232.0,18-24,Age Group,exercise
3213054.0,2018.0,ID,Idaho,84.3,79.8,88.8,359.0,25-34,Age Group,exercise
3213055.0,2018.0,ID,Idaho,80.6,75.6,85.5,347.0,35-44,Age Group,exercise
3213056.0,2018.0,ID,Idaho,81.0,76.4,85.7,397.0,45-54,Age Group,exercise
